"time","passengers","distance","fare","payment_method","tip"
"2021-09-01T15:30:10.000000Z",1.0,5.100000000000,20.5,"Card",4.26
"2021-09-01T15:30:11.000000Z",1.0,9.8,31.5,"Cash",0.0
"2021-09-01T15:30:11.000000Z",1.0,1.2,10.0,"Cash",0.0
"2021-09-01T15:30:11.000000Z",1.0,20.02,52.0,"Card",11.71
"2021-09-01T15:30:11.000000Z",1.0,2.57,12.0,"Card",3.2
"2021-09-01T15:30:12.000000Z",2.0,1.06,9.0,"Card",1.96
"2021-09-01T15:30:12.000000Z",1.0,7.19,28.0,"Card",3.0
"2021-09-01T15:30:12.000000Z",1.0,4.05,23.0,"Cash",0.0
"2021-09-01T15:30:13.000000Z",1.0,4.13,18.5,"Card",3.86
"2021-09-01T15:30:13.000000Z",6.0,1.55,8.0,"Card",1.76
"2021-09-01T15:30:13.000000Z",1.0,11.200000000000,36.5,"Card",5.0
"2021-09-01T15:30:13.000000Z",2.0,1.8,9.0,"Card",1.0
"2021-09-01T15:30:13.000000Z",5.0,9.86,37.5,"Card",8.81
"2021-09-01T15:30:13.000000Z",2.0,12.91,55.0,"Card",13.16
"2021-09-01T15:30:13.000000Z",1.0,1.05,7.0,"Cash",0.0
"2021-09-01T15:30:14.000000Z",1.0,0.5,5.5,"Cash",0.0
"2021-09-01T15:30:14.000000Z",2.0,5.29,21.0,"Cash",0.0
"2021-09-01T15:30:14.000000Z",1.0,1.2,7.5,"Cash",0.0
"2021-09-01T15:30:14.000000Z",1.0,2.800000000000,14.5,"Cash",0.0
"2021-09-01T15:30:14.000000Z",3.0,0.91,7.5,"Card",1.660000000000
"2021-09-01T15:30:14.000000Z",1.0,2.280000000000,11.5,"Card",0.0
"2021-09-01T15:30:14.000000Z",1.0,0.59,4.5,"Card",0.0
"2021-09-01T15:30:14.000000Z",2.0,0.700000000000,4.5,"Card",0.75
"2021-09-01T15:30:15.000000Z",2.0,0.44,6.5,"Cash",0.0
"2021-09-01T15:30:15.000000Z",1.0,2.81,13.0,"Card",2.760000000000
"2021-09-01T15:30:15.000000Z",1.0,0.570000000000,5.0,"Cash",0.0
"2021-09-01T15:30:15.000000Z",2.0,1.71,8.0,"Card",1.76
"2021-09-01T15:30:15.000000Z",1.0,0.820000000000,7.0,"Cash",0.0
"2021-09-01T15:30:15.000000Z",3.0,1.03,6.5,"Cash",0.0
"2021-09-01T15:30:15.000000Z",2.0,2.2,11.0,"Card",2.35
"2021-09-01T15:30:15.000000Z",1.0,1.06,8.0,"Cash",0.0
"2021-09-01T15:30:15.000000Z",1.0,0.6,4.5,"Cash",0.0
"2021-09-01T15:30:16.000000Z",2.0,0.66,6.5,"Card",1.46
"2021-09-01T15:30:16.000000Z",1.0,0.700000000000,4.0,"Card",1.200000000000
"2021-09-01T15:30:16.000000Z",1.0,1.900000000000,8.5,"Card",1.85
"2021-09-01T15:30:16.000000Z",2.0,2.280000000000,11.5,"Cash",0.0
"2021-09-01T15:30:16.000000Z",1.0,0.700000000000,5.0,"Card",1.700000000000
"2021-09-01T15:30:17.000000Z",1.0,6.100000000000,22.5,"Cash",0.0
"2021-09-01T15:30:17.000000Z",1.0,12.3,41.5,"Card",9.600000000000
"2021-09-01T15:30:17.000000Z",1.0,0.3,3.5,"Card",0.85
"2021-09-01T15:30:17.000000Z",6.0,1.31,7.0,"Cash",0.0
"2021-09-01T15:30:17.000000Z",1.0,0.8,5.5,"Cash",0.0
"2021-09-01T15:30:18.000000Z",1.0,1.03,8.0,"Card",1.5
"2021-09-01T15:30:18.000000Z",1.0,10.06,33.0,"Card",9.89
"2021-09-01T15:30:18.000000Z",5.0,5.16,21.0,"Card",4.36
"2021-09-01T15:30:18.000000Z",1.0,1.7,8.0,"Card",2.2
"2021-09-01T15:30:18.000000Z",1.0,15.6,52.0,"Card",4.0
"2021-09-01T15:30:18.000000Z",1.0,0.68,6.5,"Cash",0.0
"2021-09-01T15:30:18.000000Z",1.0,2.6,14.0,"Card",3.7
"2021-09-01T15:30:19.000000Z",1.0,0.77,6.0,"Cash",0.0
"2021-09-01T15:30:19.000000Z",1.0,1.82,10.5,"Cash",0.0
"2021-09-01T15:30:19.000000Z",2.0,1.150000000000,7.0,"Cash",0.0
"2021-09-01T15:30:19.000000Z",1.0,0.4,4.0,"Card",1.400000000000
"2021-09-01T15:30:19.000000Z",1.0,0.8,6.0,"Card",2.0
"2021-09-01T15:30:20.000000Z",5.0,1.25,7.5,"Card",1.660000000000
"2021-09-01T15:30:20.000000Z",2.0,0.6,5.0,"Cash",0.0
"2021-09-01T15:30:20.000000Z",1.0,1.0,6.0,"Card",1.35
"2021-09-01T15:30:20.000000Z",1.0,10.6,38.0,"Card",7.95
"2021-09-01T15:30:21.000000Z",1.0,1.02,71.0,"Card",17.82
"2021-09-01T15:30:21.000000Z",1.0,3.15,13.0,"Cash",0.0
"2021-09-01T15:30:21.000000Z",1.0,7.9,24.5,"Card",5.05
"2021-09-01T15:30:21.000000Z",1.0,1.900000000000,11.5,"Card",2.45
"2021-09-01T15:30:21.000000Z",1.0,1.31,9.0,"Card",1.96
"2021-09-01T15:30:21.000000Z",1.0,1.7,10.0,"Cash",0.0
"2021-09-01T15:30:22.000000Z",5.0,0.98,6.5,"Card",1.46
"2021-09-01T15:30:22.000000Z",1.0,7.4,30.0,"Card",6.350000000000
"2021-09-01T15:30:22.000000Z",1.0,0.9,6.0,"Card",1.35
"2021-09-01T15:30:22.000000Z",1.0,0.74,5.5,"Cash",0.0
"2021-09-01T15:30:22.000000Z",2.0,2.300000000000,14.5,"Card",1.0
"2021-09-01T15:30:22.000000Z",3.0,2.29,15.5,"Cash",0.0
"2021-09-01T15:30:23.000000Z",1.0,0.6,4.5,"Card",0.700000000000
"2021-09-01T15:30:23.000000Z",1.0,20.3,52.0,"Cash",0.0
"2021-09-01T15:30:23.000000Z",2.0,1.1,9.5,"Card",2.550000000000
"2021-09-01T15:30:23.000000Z",1.0,0.4,4.0,"Card",0.950000000000
"2021-09-01T15:30:23.000000Z",1.0,1.1,6.5,"Card",1.45
"2021-09-01T15:30:23.000000Z",1.0,2.0,11.5,"Card",2.0
"2021-09-01T15:30:23.000000Z",1.0,17.78,52.0,"Card",11.71
"2021-09-01T15:30:24.000000Z",1.0,1.48,10.5,"Card",2.260000000000
"2021-09-01T15:30:24.000000Z",1.0,4.2,15.5,"Card",3.25
"2021-09-01T15:30:24.000000Z",1.0,3.300000000000,16.0,"Card",1.0
"2021-09-01T15:30:24.000000Z",1.0,1.5,10.5,"Card",2.260000000000
"2021-09-01T15:30:24.000000Z",1.0,4.17,14.0,"Cash",0.0
"2021-09-01T15:30:24.000000Z",1.0,0.700000000000,5.0,"Card",1.150000000000
"2021-09-01T15:30:25.000000Z",1.0,1.57,10.0,"Card",0.0
"2021-09-01T15:30:25.000000Z",1.0,0.8,52.0,"No Charge",0.0
"2021-09-01T15:30:25.000000Z",1.0,2.800000000000,15.0,"Card",3.15
"2021-09-01T15:30:25.000000Z",1.0,0.87,5.0,"Card",1.0
"2021-09-01T15:30:25.000000Z",1.0,1.3,9.5,"Card",2.05
"2021-09-01T15:30:26.000000Z",1.0,1.7,9.0,"Card",1.96
"2021-09-01T15:30:26.000000Z",3.0,9.1,32.0,"Card",3.0
"2021-09-01T15:30:26.000000Z",1.0,0.700000000000,6.0,"Card",1.0
"2021-09-01T15:30:26.000000Z",1.0,1.2,9.5,"Card",1.0
"2021-09-01T15:30:26.000000Z",0.0,0.9,7.0,"Card",1.55
"2021-09-01T15:30:26.000000Z",1.0,0.5,6.5,"Cash",0.0
"2021-09-01T15:30:27.000000Z",1.0,2.0,9.0,"Card",1.0
"2021-09-01T15:30:27.000000Z",6.0,2.62,14.5,"Card",0.0
"2021-09-01T15:30:27.000000Z",1.0,0.6,4.5,"Cash",0.0
"2021-09-01T15:30:28.000000Z",1.0,2.5,12.0,"Card",2.0
"2021-09-01T15:30:28.000000Z",1.0,1.1,6.0,"Card",1.35
"2021-09-01T15:30:28.000000Z",1.0,8.9,36.0,"Card",6.0
"2021-09-01T15:30:28.000000Z",5.0,1.94,10.0,"Cash",0.0
"2021-09-01T15:30:28.000000Z",2.0,15.8,64.5,"Card",21.200000000000
"2021-09-01T15:30:29.000000Z",1.0,1.41,6.5,"Cash",0.0
"2021-09-01T15:30:29.000000Z",2.0,1.3,8.0,"Card",1.75
"2021-09-01T15:30:29.000000Z",1.0,2.300000000000,9.5,"Card",1.03
"2021-09-01T15:30:29.000000Z",1.0,18.41,52.0,"Card",14.64
"2021-09-01T15:30:29.000000Z",1.0,0.99,7.0,"Card",1.56
"2021-09-01T15:30:29.000000Z",1.0,3.2,13.5,"Cash",0.0
"2021-09-01T15:30:29.000000Z",6.0,1.2,8.0,"Card",1.76
"2021-09-01T15:30:30.000000Z",1.0,0.700000000000,6.0,"Card",1.0
"2021-09-01T15:30:30.000000Z",1.0,0.3,3.5,"Card",0.5
"2021-09-01T15:30:31.000000Z",1.0,1.140000000000,7.5,"Cash",0.0
"2021-09-01T15:30:31.000000Z",1.0,0.76,7.0,"Card",3.0
"2021-09-01T15:30:31.000000Z",2.0,0.96,9.5,"Card",2.06
"2021-09-01T15:30:31.000000Z",1.0,0.81,6.0,"Cash",0.0
"2021-09-01T15:30:31.000000Z",1.0,1.2,8.5,"Card",1.85
"2021-09-01T15:30:31.000000Z",1.0,2.5,12.0,"Card",3.2
"2021-09-01T15:30:31.000000Z",1.0,1.3,9.0,"Card",1.0
"2021-09-01T15:30:31.000000Z",1.0,18.37,73.0,"Cash",0.0
"2021-09-01T15:30:31.000000Z",1.0,0.9,6.5,"Card",0.700000000000
"2021-09-01T15:30:32.000000Z",1.0,0.700000000000,5.5,"Card",1.200000000000
"2021-09-01T15:30:32.000000Z",1.0,1.74,9.0,"Cash",0.0
"2021-09-01T15:30:32.000000Z",5.0,2.41,13.0,"Card",2.760000000000
"2021-09-01T15:30:32.000000Z",2.0,1.8,10.0,"Card",3.2
"2021-09-01T15:30:32.000000Z",1.0,5.0,23.5,"Cash",0.0
"2021-09-01T15:30:32.000000Z",1.0,1.1,6.5,"Card",1.650000000000
"2021-09-01T15:30:32.000000Z",5.0,1.31,8.5,"Cash",0.0
"2021-09-01T15:30:32.000000Z",1.0,2.2,11.0,"Card",2.0
"2021-09-01T15:30:32.000000Z",1.0,2.64,13.0,"Card",2.760000000000
"2021-09-01T15:30:32.000000Z",1.0,1.6,7.5,"Card",1.650000000000
"2021-09-01T15:30:32.000000Z",1.0,0.9,2.5,"No Charge",0.0
"2021-09-01T15:30:32.000000Z",6.0,1.23,6.5,"Card",1.46
"2021-09-01T15:30:33.000000Z",1.0,1.0,7.5,"Card",2.05
"2021-09-01T15:30:33.000000Z",2.0,8.700000000000,33.0,"Cash",0.0
"2021-09-01T15:30:33.000000Z",1.0,1.900000000000,12.5,"Card",2.0
"2021-09-01T15:30:33.000000Z",1.0,1.33,6.5,"Card",1.46
"2021-09-01T15:30:33.000000Z",1.0,1.1,7.0,"Card",1.95
"2021-09-01T15:30:33.000000Z",1.0,0.830000000000,7.0,"Card",1.56
"2021-09-01T15:30:34.000000Z",1.0,0.4,8.5,"Card",1.85
"2021-09-01T15:30:34.000000Z",1.0,1.0,7.5,"Card",1.700000000000
"2021-09-01T15:30:34.000000Z",1.0,1.0,5.5,"Card",1.25
"2021-09-01T15:30:35.000000Z",1.0,0.9,5.0,"Card",1.16
"2021-09-01T15:30:35.000000Z",1.0,0.73,5.0,"Card",1.45
"2021-09-01T15:30:35.000000Z",1.0,9.0,35.0,"Card",8.3
"2021-09-01T15:30:35.000000Z",1.0,2.7,14.0,"Card",2.95
"2021-09-01T15:30:36.000000Z",1.0,2.2,12.5,"Cash",0.0
"2021-09-01T15:30:36.000000Z",1.0,1.6,8.0,"Card",1.75
"2021-09-01T15:30:36.000000Z",1.0,1.150000000000,8.5,"Cash",0.0
"2021-09-01T15:30:36.000000Z",1.0,11.3,35.0,"Card",10.35
"2021-09-01T15:30:36.000000Z",1.0,2.260000000000,14.5,"Card",3.06
"2021-09-01T15:30:36.000000Z",5.0,1.400000000000,8.5,"Card",1.0
"2021-09-01T15:30:36.000000Z",1.0,14.3,42.0,"Card",5.0
"2021-09-01T15:30:36.000000Z",1.0,4.4,22.5,"Card",4.66
"2021-09-01T15:30:36.000000Z",1.0,1.0,7.5,"Card",1.650000000000
"2021-09-01T15:30:36.000000Z",1.0,2.6,10.0,"Card",2.15
"2021-09-01T15:30:37.000000Z",1.0,0.27,3.5,"Cash",0.0
"2021-09-01T15:30:37.000000Z",1.0,1.5,9.0,"Card",2.900000000000
"2021-09-01T15:30:37.000000Z",1.0,7.100000000000,32.5,"Card",5.0
"2021-09-01T15:30:37.000000Z",1.0,1.8,9.5,"Card",2.0
"2021-09-01T15:30:37.000000Z",1.0,1.09,6.5,"Cash",0.0
"2021-09-01T15:30:37.000000Z",1.0,1.44,8.0,"Card",2.2
"2021-09-01T15:30:37.000000Z",1.0,0.700000000000,5.0,"Cash",0.0
"2021-09-01T15:30:37.000000Z",2.0,1.94,10.0,"Card",2.7
"2021-09-01T15:30:38.000000Z",1.0,3.7,16.0,"Card",1.5
"2021-09-01T15:30:38.000000Z",0.0,0.6,5.0,"Card",1.150000000000
"2021-09-01T15:30:38.000000Z",1.0,7.32,27.5,"Card",0.0
"2021-09-01T15:30:38.000000Z",1.0,1.6,9.5,"Card",2.05
"2021-09-01T15:30:39.000000Z",1.0,6.22,20.5,"Card",0.0
"2021-09-01T15:30:39.000000Z",1.0,1.21,7.5,"Card",1.660000000000
"2021-09-01T15:30:39.000000Z",1.0,1.6,10.0,"Card",2.7
"2021-09-01T15:30:39.000000Z",1.0,0.81,5.5,"Card",1.26
"2021-09-01T15:30:39.000000Z",2.0,0.9,6.0,"Card",1.35
"2021-09-01T15:30:39.000000Z",3.0,1.5,8.0,"Card",2.6
"2021-09-01T15:30:39.000000Z",1.0,0.77,6.0,"Card",1.36
"2021-09-01T15:30:39.000000Z",1.0,4.97,22.5,"Card",5.82
"2021-09-01T15:30:39.000000Z",1.0,1.6,7.5,"Card",1.0
"2021-09-01T15:30:40.000000Z",1.0,1.45,7.0,"Card",0.0
"2021-09-01T15:30:40.000000Z",1.0,0.42,4.0,"Cash",0.0
"2021-09-01T15:30:40.000000Z",1.0,1.0,6.5,"Cash",0.0
"2021-09-01T15:30:40.000000Z",1.0,1.06,6.5,"Card",1.46
"2021-09-01T15:30:40.000000Z",1.0,1.2,6.5,"Cash",0.0
"2021-09-01T15:30:40.000000Z",1.0,1.1,7.0,"Cash",0.0
"2021-09-01T15:30:40.000000Z",1.0,0.6,4.5,"Card",1.06
"2021-09-01T15:30:41.000000Z",1.0,22.23,52.0,"Card",7.770000000000
"2021-09-01T15:30:41.000000Z",6.0,2.61,15.5,"Card",4.08
"2021-09-01T15:30:42.000000Z",1.0,3.9,16.0,"Card",5.04
"2021-09-01T15:30:42.000000Z",1.0,2.1,13.5,"Card",2.85
"2021-09-01T15:30:42.000000Z",1.0,10.1,36.0,"Cash",0.0
"2021-09-01T15:30:42.000000Z",1.0,1.130000000000,6.5,"Cash",0.0
"2021-09-01T15:30:42.000000Z",3.0,6.4,20.5,"Card",4.25
"2021-09-01T15:30:43.000000Z",1.0,0.66,5.0,"Card",1.45
"2021-09-01T15:30:43.000000Z",1.0,6.57,27.0,"Card",0.0
"2021-09-01T15:30:43.000000Z",1.0,3.12,15.5,"Card",3.260000000000
"2021-09-01T15:30:43.000000Z",5.0,0.54,4.5,"Card",1.06
"2021-09-01T15:30:43.000000Z",1.0,18.39,76.0,"Cash",0.0
"2021-09-01T15:30:43.000000Z",1.0,1.3,7.5,"Card",1.25
"2021-09-01T15:30:43.000000Z",2.0,18.22,52.0,"Card",10.56
"2021-09-01T15:30:44.000000Z",2.0,0.6,6.0,"Card",2.0
"2021-09-01T15:30:44.000000Z",1.0,4.5,21.5,"Card",3.35
"2021-09-01T15:30:44.000000Z",1.0,1.7,11.0,"Card",2.35
"2021-09-01T15:30:45.000000Z",1.0,0.4,6.0,"Card",1.35
"2021-09-01T15:30:45.000000Z",1.0,0.49,5.0,"Cash",0.0
"2021-09-01T15:30:45.000000Z",1.0,3.96,16.0,"Card",2.0
"2021-09-01T15:30:45.000000Z",1.0,4.57,20.0,"Cash",0.0
"2021-09-01T15:30:45.000000Z",1.0,1.910000000000,12.0,"Card",2.56
"2021-09-01T15:30:45.000000Z",1.0,1.7,10.0,"Card",2.15
"2021-09-01T15:30:45.000000Z",1.0,10.9,32.5,"Cash",0.0
"2021-09-01T15:30:45.000000Z",3.0,1.8,13.5,"Card",2.85
"2021-09-01T15:30:45.000000Z",1.0,1.19,8.0,"Card",2.64
"2021-09-01T15:30:46.000000Z",2.0,2.83,14.0,"Card",3.7
